comp0_c0_seq1	ofav0
comp83031_c0_seq1	ofav83031
comp83032_c0_seq1	ofav83032
comp83040_c0_seq1	ofav83040
comp83047_c0_seq1	ofav83047
comp83048_c0_seq1	ofav83048
comp83051_c0_seq1	ofav83051
comp83054_c0_seq1	ofav83054
comp83057_c0_seq1	ofav83057
comp83061_c0_seq1	ofav83061
comp83062_c0_seq1	ofav83062
comp83065_c0_seq1	ofav83065
comp83068_c0_seq1	ofav83068
comp83069_c0_seq1	ofav83069
comp83083_c0_seq1	ofav83083
comp83086_c0_seq1	ofav83086
comp83088_c0_seq1	ofav83088
comp83089_c0_seq1	ofav83089
comp83090_c0_seq1	ofav83090
comp83093_c0_seq1	ofav83093
comp83101_c0_seq1	ofav83101
comp83119_c0_seq1	ofav83119
comp83123_c0_seq1	ofav83123
comp83127_c0_seq1	ofav83127
comp83141_c0_seq1	ofav83141
comp83143_c0_seq1	ofav83143
comp83147_c0_seq1	ofav83147
comp83166_c0_seq1	ofav83166
comp83179_c0_seq1	ofav83179
comp83181_c0_seq1	ofav83181
comp83188_c0_seq1	ofav83188
comp83190_c0_seq1	ofav83190
comp83191_c0_seq1	ofav83191
comp83195_c0_seq1	ofav83195
comp83197_c0_seq1	ofav83197
comp83207_c0_seq1	ofav83207
comp83210_c0_seq1	ofav83210
comp83211_c0_seq1	ofav83211
comp83214_c0_seq1	ofav83214
comp83224_c0_seq1	ofav83224
comp83226_c0_seq1	ofav83226
comp83227_c0_seq1	ofav83227
comp83231_c0_seq1	ofav83231
comp83239_c0_seq1	ofav83239
comp83244_c0_seq1	ofav83244
comp83248_c0_seq1	ofav83248
comp83258_c0_seq1	ofav83258
comp83275_c0_seq1	ofav83275
comp83277_c0_seq1	ofav83277
comp83279_c0_seq1	ofav83279
comp83283_c0_seq1	ofav83283
comp83284_c0_seq1	ofav83284
comp83285_c0_seq1	ofav83285
comp83287_c0_seq1	ofav83287
comp83296_c0_seq1	ofav83296
comp83309_c0_seq1	ofav83309
comp83310_c0_seq1	ofav83310
comp83319_c0_seq1	ofav83319
comp83321_c0_seq1	ofav83321
comp83336_c0_seq1	ofav83336
comp83337_c0_seq1	ofav83337
comp83340_c0_seq1	ofav83340
comp83342_c0_seq1	ofav83342
comp83344_c0_seq1	ofav83344
comp83349_c0_seq1	ofav83349
comp83350_c0_seq1	ofav83350
comp83362_c0_seq1	ofav83362
comp83366_c0_seq1	ofav83366
comp83367_c0_seq1	ofav83367
comp83368_c0_seq1	ofav83368
comp83372_c0_seq1	ofav83372
comp83376_c0_seq1	ofav83376
comp83384_c0_seq1	ofav83384
comp83389_c0_seq1	ofav83389
comp83402_c0_seq1	ofav83402
comp83412_c0_seq1	ofav83412
comp83414_c0_seq1	ofav83414
comp83434_c0_seq1	ofav83434
comp83439_c0_seq1	ofav83439
comp83445_c0_seq1	ofav83445
comp83446_c0_seq1	ofav83446
comp83448_c0_seq1	ofav83448
comp83449_c0_seq1	ofav83449
comp83459_c0_seq1	ofav83459
comp83476_c0_seq1	ofav83476
comp83480_c0_seq1	ofav83480
comp83485_c0_seq1	ofav83485
comp83490_c0_seq1	ofav83490
comp83491_c0_seq1	ofav83491
comp83492_c0_seq1	ofav83492
comp83512_c0_seq1	ofav83512
comp83517_c0_seq1	ofav83517
comp83518_c0_seq1	ofav83518
comp83522_c0_seq1	ofav83522
comp83541_c0_seq1	ofav83541
comp83557_c0_seq1	ofav83557
comp83559_c0_seq1	ofav83559
comp83560_c0_seq1	ofav83560
comp83566_c0_seq1	ofav83566
comp83575_c0_seq1	ofav83575
comp83579_c0_seq1	ofav83579
comp83584_c0_seq1	ofav83584
comp83590_c0_seq1	ofav83590
comp83592_c0_seq1	ofav83592
comp83597_c0_seq1	ofav83597
comp83601_c0_seq1	ofav83601
comp83608_c0_seq1	ofav83608
comp83610_c0_seq1	ofav83610
comp83619_c0_seq1	ofav83619
comp83620_c0_seq1	ofav83620
comp83621_c0_seq1	ofav83621
comp83633_c0_seq1	ofav83633
comp83637_c0_seq1	ofav83637
comp83667_c0_seq1	ofav83667
comp83671_c0_seq1	ofav83671
comp83686_c0_seq1	ofav83686
comp83686_c0_seq2	ofav83686
comp83692_c0_seq1	ofav83692
comp83696_c0_seq1	ofav83696
comp83697_c0_seq1	ofav83697
comp83702_c0_seq1	ofav83702
comp83720_c0_seq1	ofav83720
comp83722_c0_seq1	ofav83722
comp83726_c0_seq1	ofav83726
comp83729_c0_seq1	ofav83729
comp83733_c0_seq1	ofav83733
comp83734_c0_seq1	ofav83734
comp83736_c0_seq1	ofav83736
comp83739_c0_seq1	ofav83739
comp83740_c0_seq1	ofav83740
comp83760_c0_seq1	ofav83760
comp83761_c0_seq1	ofav83761
comp83766_c0_seq1	ofav83766
comp83767_c0_seq1	ofav83767
comp83779_c0_seq1	ofav83779
comp83781_c0_seq1	ofav83781
comp83782_c0_seq1	ofav83782
comp83784_c0_seq1	ofav83784
comp83788_c0_seq1	ofav83788
comp83789_c0_seq1	ofav83789
comp83795_c0_seq1	ofav83795
comp83812_c0_seq1	ofav83812
comp83821_c0_seq1	ofav83821
comp83830_c0_seq1	ofav83830
comp83834_c0_seq1	ofav83834
comp83837_c0_seq1	ofav83837
comp83845_c0_seq1	ofav83845
comp83848_c0_seq1	ofav83848
comp83856_c0_seq1	ofav83856
comp83860_c0_seq1	ofav83860
comp83863_c0_seq1	ofav83863
comp83870_c0_seq1	ofav83870
comp83872_c0_seq1	ofav83872
comp83876_c0_seq1	ofav83876
comp83882_c0_seq1	ofav83882
comp83883_c0_seq1	ofav83883
comp83902_c0_seq1	ofav83902
comp83905_c0_seq1	ofav83905
comp83912_c0_seq1	ofav83912
comp83913_c0_seq1	ofav83913
comp83916_c0_seq1	ofav83916
comp83917_c0_seq1	ofav83917
comp83926_c0_seq1	ofav83926
comp83927_c0_seq1	ofav83927
comp83935_c0_seq1	ofav83935
comp83949_c0_seq1	ofav83949
comp83969_c0_seq1	ofav83969
comp83972_c0_seq1	ofav83972
comp83983_c0_seq1	ofav83983
comp83991_c0_seq1	ofav83991
comp84004_c0_seq1	ofav84004
comp84018_c0_seq1	ofav84018
comp84028_c0_seq1	ofav84028
comp84029_c0_seq1	ofav84029
comp84033_c0_seq1	ofav84033
comp84036_c0_seq1	ofav84036
comp84038_c0_seq1	ofav84038
comp84045_c0_seq1	ofav84045
comp84063_c0_seq1	ofav84063
comp84078_c0_seq1	ofav84078
comp84089_c0_seq1	ofav84089
comp84093_c0_seq1	ofav84093
comp84095_c0_seq1	ofav84095
comp84108_c0_seq1	ofav84108
comp84112_c0_seq1	ofav84112
comp84126_c0_seq1	ofav84126
comp84128_c0_seq1	ofav84128
comp84135_c0_seq1	ofav84135
comp84137_c0_seq1	ofav84137
comp84142_c0_seq1	ofav84142
comp84145_c0_seq1	ofav84145
comp84148_c0_seq1	ofav84148
comp84155_c0_seq1	ofav84155
comp84173_c0_seq1	ofav84173
comp84194_c0_seq1	ofav84194
comp84212_c0_seq1	ofav84212
comp84222_c0_seq1	ofav84222
comp84223_c0_seq1	ofav84223
comp84226_c0_seq1	ofav84226
comp84238_c0_seq1	ofav84238
comp84243_c0_seq1	ofav84243
comp84247_c0_seq1	ofav84247
comp84253_c0_seq1	ofav84253
comp84267_c0_seq1	ofav84267
comp84268_c0_seq1	ofav84268
comp84275_c0_seq1	ofav84275
comp84284_c0_seq1	ofav84284
comp84287_c0_seq1	ofav84287
comp84288_c0_seq1	ofav84288
comp84290_c0_seq1	ofav84290
comp84291_c0_seq1	ofav84291
comp84294_c0_seq1	ofav84294
comp84307_c0_seq1	ofav84307
comp84322_c0_seq1	ofav84322
comp84324_c0_seq1	ofav84324
comp84325_c0_seq1	ofav84325
comp84329_c0_seq1	ofav84329
comp84333_c0_seq1	ofav84333
comp84361_c0_seq1	ofav84361
comp84362_c0_seq1	ofav84362
comp84380_c0_seq1	ofav84380
comp84384_c0_seq1	ofav84384
comp84387_c0_seq1	ofav84387
comp84389_c0_seq1	ofav84389
comp84402_c0_seq1	ofav84402
comp84403_c0_seq1	ofav84403
comp84409_c0_seq1	ofav84409
comp84414_c0_seq1	ofav84414
comp84418_c0_seq1	ofav84418
comp84419_c0_seq1	ofav84419
comp84429_c0_seq1	ofav84429
comp84436_c0_seq1	ofav84436
comp84438_c0_seq1	ofav84438
comp84440_c0_seq1	ofav84440
comp84445_c0_seq1	ofav84445
comp84447_c0_seq1	ofav84447
comp84450_c0_seq1	ofav84450
comp84451_c0_seq1	ofav84451
comp84464_c0_seq1	ofav84464
comp84483_c0_seq1	ofav84483
comp84489_c0_seq1	ofav84489
comp84495_c0_seq1	ofav84495
comp84499_c0_seq1	ofav84499
comp84512_c0_seq1	ofav84512
comp84516_c0_seq1	ofav84516
comp84524_c0_seq1	ofav84524
comp84529_c0_seq1	ofav84529
comp84541_c0_seq1	ofav84541
comp84554_c0_seq1	ofav84554
comp84555_c0_seq1	ofav84555
comp84566_c0_seq1	ofav84566
comp84567_c0_seq1	ofav84567
comp84571_c0_seq1	ofav84571
comp84572_c0_seq1	ofav84572
comp84578_c0_seq1	ofav84578
comp84585_c0_seq1	ofav84585
comp84587_c0_seq1	ofav84587
comp84596_c0_seq1	ofav84596
comp84597_c0_seq1	ofav84597
comp84604_c0_seq1	ofav84604
comp84609_c0_seq1	ofav84609
comp84626_c0_seq1	ofav84626
comp84627_c0_seq1	ofav84627
comp84631_c0_seq1	ofav84631
comp84632_c0_seq1	ofav84632
comp84635_c0_seq1	ofav84635
comp84640_c0_seq1	ofav84640
comp84644_c0_seq1	ofav84644
comp84657_c0_seq1	ofav84657
comp84661_c0_seq1	ofav84661
comp84664_c0_seq1	ofav84664
comp84669_c0_seq1	ofav84669
comp84670_c0_seq1	ofav84670
comp84681_c0_seq1	ofav84681
comp84711_c0_seq1	ofav84711
comp84720_c0_seq1	ofav84720
comp84721_c0_seq1	ofav84721
comp84723_c0_seq1	ofav84723
comp84725_c0_seq1	ofav84725
comp84734_c0_seq1	ofav84734
comp84736_c0_seq1	ofav84736
comp84743_c0_seq1	ofav84743
comp84763_c0_seq1	ofav84763
comp84770_c0_seq1	ofav84770
comp84773_c0_seq1	ofav84773
comp84774_c0_seq1	ofav84774
comp84776_c0_seq1	ofav84776
comp84782_c0_seq1	ofav84782
comp84788_c0_seq1	ofav84788
comp84795_c0_seq1	ofav84795
comp84807_c0_seq1	ofav84807
comp84823_c0_seq1	ofav84823
comp84840_c0_seq1	ofav84840
comp84841_c0_seq1	ofav84841
comp84844_c0_seq1	ofav84844
comp84845_c0_seq1	ofav84845
comp84864_c0_seq1	ofav84864
comp84873_c0_seq1	ofav84873
comp84883_c0_seq1	ofav84883
comp84886_c0_seq1	ofav84886
comp84889_c0_seq1	ofav84889
comp84896_c0_seq1	ofav84896
comp84899_c0_seq1	ofav84899
comp84906_c0_seq1	ofav84906
comp84922_c0_seq1	ofav84922
comp84926_c0_seq1	ofav84926
comp84934_c0_seq1	ofav84934
comp84939_c0_seq1	ofav84939
comp84944_c0_seq1	ofav84944
comp84946_c0_seq1	ofav84946
comp84974_c0_seq1	ofav84974
comp84990_c0_seq1	ofav84990
comp84995_c0_seq1	ofav84995
comp84999_c0_seq1	ofav84999
comp85008_c0_seq1	ofav85008
comp85011_c0_seq1	ofav85011
comp85017_c0_seq1	ofav85017
comp85021_c0_seq1	ofav85021
comp85026_c0_seq1	ofav85026
comp85031_c0_seq1	ofav85031
comp85041_c0_seq1	ofav85041
comp85046_c0_seq1	ofav85046
comp85048_c0_seq1	ofav85048
comp85049_c0_seq1	ofav85049
comp85053_c0_seq1	ofav85053
comp85062_c0_seq1	ofav85062
comp85065_c0_seq1	ofav85065
comp85068_c0_seq1	ofav85068
comp85069_c0_seq1	ofav85069
comp85070_c0_seq1	ofav85070
comp85073_c0_seq1	ofav85073
comp85096_c0_seq1	ofav85096
comp85097_c0_seq1	ofav85097
comp85103_c0_seq1	ofav85103
comp85106_c0_seq1	ofav85106
comp85107_c0_seq1	ofav85107
comp85111_c0_seq1	ofav85111
comp85118_c0_seq1	ofav85118
comp85121_c0_seq1	ofav85121
comp85131_c0_seq1	ofav85131
comp85132_c0_seq1	ofav85132
comp85134_c0_seq1	ofav85134
comp85144_c0_seq1	ofav85144
comp85148_c0_seq1	ofav85148
comp85158_c0_seq1	ofav85158
comp85164_c0_seq1	ofav85164
comp85171_c0_seq1	ofav85171
comp85174_c0_seq1	ofav85174
comp85194_c0_seq1	ofav85194
comp85211_c0_seq1	ofav85211
comp85214_c0_seq1	ofav85214
comp85228_c0_seq1	ofav85228
comp85237_c0_seq1	ofav85237
comp85241_c0_seq1	ofav85241
comp85242_c0_seq1	ofav85242
comp85246_c0_seq1	ofav85246
comp85249_c0_seq1	ofav85249
comp85254_c0_seq1	ofav85254
comp85258_c0_seq1	ofav85258
comp85259_c0_seq1	ofav85259
comp85263_c0_seq1	ofav85263
comp85264_c0_seq1	ofav85264
comp85268_c0_seq1	ofav85268
comp85275_c0_seq1	ofav85275
comp85282_c0_seq1	ofav85282
comp85283_c0_seq1	ofav85283
comp85284_c0_seq1	ofav85284
comp85288_c0_seq1	ofav85288
comp85292_c0_seq1	ofav85292
comp85306_c0_seq1	ofav85306
comp85315_c0_seq1	ofav85315
comp85316_c0_seq1	ofav85316
comp85323_c0_seq1	ofav85323
comp85328_c0_seq1	ofav85328
comp85329_c0_seq1	ofav85329
comp85338_c0_seq1	ofav85338
comp85345_c0_seq1	ofav85345
comp85346_c0_seq1	ofav85346
comp85348_c0_seq1	ofav85348
comp85351_c0_seq1	ofav85351
comp85359_c0_seq1	ofav85359
comp85360_c0_seq1	ofav85360
comp85376_c0_seq1	ofav85376
comp85379_c0_seq1	ofav85379
comp85394_c0_seq1	ofav85394
comp85398_c0_seq1	ofav85398
comp85403_c0_seq1	ofav85403
comp85407_c0_seq1	ofav85407
comp85415_c0_seq1	ofav85415
comp85429_c0_seq1	ofav85429
comp85440_c0_seq1	ofav85440
comp85446_c0_seq1	ofav85446
comp85447_c0_seq1	ofav85447
comp85452_c0_seq1	ofav85452
comp85464_c0_seq1	ofav85464
comp85467_c0_seq1	ofav85467
comp85471_c0_seq1	ofav85471
comp85472_c0_seq1	ofav85472
comp85475_c0_seq1	ofav85475
comp85477_c0_seq1	ofav85477
comp85484_c0_seq1	ofav85484
comp85503_c0_seq1	ofav85503
comp85512_c0_seq1	ofav85512
comp85513_c0_seq1	ofav85513
comp85520_c0_seq1	ofav85520
comp85523_c0_seq1	ofav85523
comp85524_c0_seq1	ofav85524
comp85525_c0_seq1	ofav85525
comp85528_c0_seq1	ofav85528
comp85531_c0_seq1	ofav85531
comp85559_c0_seq1	ofav85559
comp85577_c0_seq1	ofav85577
comp85579_c0_seq1	ofav85579
comp85580_c0_seq1	ofav85580
comp85586_c0_seq1	ofav85586
comp85593_c0_seq1	ofav85593
comp85594_c0_seq1	ofav85594
comp85602_c0_seq1	ofav85602
comp85615_c0_seq1	ofav85615
comp85617_c0_seq1	ofav85617
comp85619_c0_seq1	ofav85619
comp85624_c0_seq1	ofav85624
comp85630_c0_seq1	ofav85630
comp85632_c0_seq1	ofav85632
comp85646_c0_seq1	ofav85646
comp85651_c0_seq1	ofav85651
comp85679_c0_seq1	ofav85679
comp85685_c0_seq1	ofav85685
comp85687_c0_seq1	ofav85687
comp85692_c0_seq1	ofav85692
comp85711_c0_seq1	ofav85711
comp85716_c0_seq1	ofav85716
comp85719_c0_seq1	ofav85719
comp85720_c0_seq1	ofav85720
comp85724_c0_seq1	ofav85724
comp85730_c0_seq1	ofav85730
comp85741_c0_seq1	ofav85741
comp85753_c0_seq1	ofav85753
comp85754_c0_seq1	ofav85754
comp85757_c0_seq1	ofav85757
comp85763_c0_seq1	ofav85763
comp85766_c0_seq1	ofav85766
comp85777_c0_seq1	ofav85777
comp85785_c0_seq1	ofav85785
comp85787_c0_seq1	ofav85787
comp85790_c0_seq1	ofav85790
comp85809_c0_seq1	ofav85809
comp85810_c0_seq1	ofav85810
comp85811_c0_seq1	ofav85811
comp85830_c0_seq1	ofav85830
comp85853_c0_seq1	ofav85853
comp85854_c0_seq1	ofav85854
comp85855_c0_seq1	ofav85855
comp85858_c0_seq1	ofav85858
comp85867_c0_seq1	ofav85867
comp85878_c0_seq1	ofav85878
comp85881_c0_seq1	ofav85881
comp85883_c0_seq1	ofav85883
comp85904_c0_seq1	ofav85904
comp85906_c0_seq1	ofav85906
comp85910_c0_seq1	ofav85910
comp85912_c0_seq1	ofav85912
comp85914_c0_seq1	ofav85914
comp85918_c0_seq1	ofav85918
comp85929_c0_seq1	ofav85929
comp85932_c0_seq1	ofav85932
comp85933_c0_seq1	ofav85933
comp85942_c0_seq1	ofav85942
comp85943_c0_seq1	ofav85943
comp85955_c0_seq1	ofav85955
comp85962_c0_seq1	ofav85962
comp85967_c0_seq1	ofav85967
comp85969_c0_seq1	ofav85969
comp85974_c0_seq1	ofav85974
comp85986_c0_seq1	ofav85986
comp85987_c0_seq1	ofav85987
comp85989_c0_seq1	ofav85989
comp86011_c0_seq1	ofav86011
comp86014_c0_seq1	ofav86014
comp86024_c0_seq1	ofav86024
comp86031_c0_seq1	ofav86031
comp86036_c0_seq1	ofav86036
comp86057_c0_seq1	ofav86057
comp86058_c0_seq1	ofav86058
comp86070_c0_seq1	ofav86070
comp86071_c0_seq1	ofav86071
comp86087_c0_seq1	ofav86087
comp86090_c0_seq1	ofav86090
comp86091_c0_seq1	ofav86091
comp86096_c0_seq1	ofav86096
comp86097_c0_seq1	ofav86097
comp86099_c0_seq1	ofav86099
comp86103_c0_seq1	ofav86103
comp86109_c0_seq1	ofav86109
comp86122_c0_seq1	ofav86122
comp86134_c0_seq1	ofav86134
comp86136_c0_seq1	ofav86136
comp86145_c0_seq1	ofav86145
comp86151_c0_seq1	ofav86151
comp86161_c0_seq1	ofav86161
comp86186_c0_seq1	ofav86186
comp86197_c0_seq1	ofav86197
comp86203_c0_seq1	ofav86203
comp86204_c0_seq1	ofav86204
comp86232_c0_seq1	ofav86232
comp86233_c0_seq1	ofav86233
comp86235_c0_seq1	ofav86235
comp86246_c0_seq1	ofav86246
comp86248_c0_seq1	ofav86248
comp86249_c0_seq1	ofav86249
comp86261_c0_seq1	ofav86261
comp86264_c0_seq1	ofav86264
comp86277_c0_seq1	ofav86277
comp86279_c0_seq1	ofav86279
comp86281_c0_seq1	ofav86281
comp86287_c0_seq1	ofav86287
comp86288_c0_seq1	ofav86288
comp86307_c0_seq1	ofav86307
comp86309_c0_seq1	ofav86309
comp86314_c0_seq1	ofav86314
comp86319_c0_seq1	ofav86319
comp86337_c0_seq1	ofav86337
comp86340_c0_seq1	ofav86340
comp86361_c0_seq1	ofav86361
comp86363_c0_seq1	ofav86363
comp86380_c0_seq1	ofav86380
comp86382_c0_seq1	ofav86382
comp86386_c0_seq1	ofav86386
comp86389_c0_seq1	ofav86389
comp86405_c0_seq1	ofav86405
comp86406_c0_seq1	ofav86406
comp86407_c0_seq1	ofav86407
comp86414_c0_seq1	ofav86414
comp86416_c0_seq1	ofav86416
comp86419_c0_seq1	ofav86419
comp86425_c0_seq1	ofav86425
comp86428_c0_seq1	ofav86428
comp86429_c0_seq1	ofav86429
comp86432_c0_seq1	ofav86432
comp86458_c0_seq1	ofav86458
comp86461_c0_seq1	ofav86461
comp86468_c0_seq1	ofav86468
comp86480_c0_seq1	ofav86480
comp86481_c0_seq1	ofav86481
comp86483_c0_seq1	ofav86483
comp86484_c0_seq1	ofav86484
comp86486_c0_seq1	ofav86486
comp86488_c0_seq1	ofav86488
comp86506_c0_seq1	ofav86506
comp86511_c0_seq1	ofav86511
comp86514_c0_seq1	ofav86514
comp86523_c0_seq1	ofav86523
comp86530_c0_seq1	ofav86530
comp86531_c0_seq1	ofav86531
comp86534_c0_seq1	ofav86534
comp86535_c0_seq1	ofav86535
comp86541_c0_seq1	ofav86541
comp86543_c0_seq1	ofav86543
comp86550_c0_seq1	ofav86550
comp86560_c0_seq1	ofav86560
comp86566_c0_seq1	ofav86566
comp86570_c0_seq1	ofav86570
comp86572_c0_seq1	ofav86572
comp86576_c0_seq1	ofav86576
comp86583_c0_seq1	ofav86583
comp86593_c0_seq1	ofav86593
comp86598_c0_seq1	ofav86598
comp86613_c0_seq1	ofav86613
comp86624_c0_seq1	ofav86624
comp86636_c0_seq1	ofav86636
comp86660_c0_seq1	ofav86660
comp86676_c0_seq1	ofav86676
comp86684_c0_seq1	ofav86684
comp86688_c0_seq1	ofav86688
comp86693_c0_seq1	ofav86693
comp86701_c0_seq1	ofav86701
comp86703_c0_seq1	ofav86703
comp86704_c0_seq1	ofav86704
comp86707_c0_seq1	ofav86707
comp86709_c0_seq1	ofav86709
comp86722_c0_seq1	ofav86722
comp86731_c0_seq1	ofav86731
comp86735_c0_seq1	ofav86735
comp86738_c0_seq1	ofav86738
comp86739_c0_seq1	ofav86739
comp86741_c0_seq1	ofav86741
comp86745_c0_seq1	ofav86745
comp86766_c0_seq1	ofav86766
comp86767_c0_seq1	ofav86767
comp86789_c0_seq1	ofav86789
comp86792_c0_seq1	ofav86792
comp86806_c0_seq1	ofav86806
comp86823_c0_seq1	ofav86823
comp86835_c0_seq1	ofav86835
comp86841_c0_seq1	ofav86841
comp86842_c0_seq1	ofav86842
comp86844_c0_seq1	ofav86844
comp86853_c0_seq1	ofav86853
comp86856_c0_seq1	ofav86856
comp86858_c0_seq1	ofav86858
comp86859_c0_seq1	ofav86859
comp86864_c0_seq1	ofav86864
comp86871_c0_seq1	ofav86871
comp86873_c0_seq1	ofav86873
comp86886_c0_seq1	ofav86886
comp86889_c0_seq1	ofav86889
comp86894_c0_seq1	ofav86894
comp86897_c0_seq1	ofav86897
comp86898_c0_seq1	ofav86898
comp86915_c0_seq1	ofav86915
comp86924_c0_seq1	ofav86924
comp86927_c0_seq1	ofav86927
comp86941_c0_seq1	ofav86941
comp86942_c0_seq1	ofav86942
comp86959_c0_seq1	ofav86959
comp86964_c0_seq1	ofav86964
comp86983_c0_seq1	ofav86983
comp86988_c0_seq1	ofav86988
comp87008_c0_seq1	ofav87008
comp87021_c0_seq1	ofav87021
comp87033_c0_seq1	ofav87033
comp87041_c0_seq1	ofav87041
comp87074_c0_seq1	ofav87074
comp87084_c0_seq1	ofav87084
comp87094_c0_seq1	ofav87094
comp87108_c0_seq1	ofav87108
comp87113_c0_seq1	ofav87113
comp87115_c0_seq1	ofav87115
comp87134_c0_seq1	ofav87134
comp87136_c0_seq1	ofav87136
comp87137_c0_seq1	ofav87137
comp87138_c0_seq1	ofav87138
comp87143_c0_seq1	ofav87143
comp87145_c0_seq1	ofav87145
comp87146_c0_seq1	ofav87146
comp87148_c0_seq1	ofav87148
comp87156_c0_seq1	ofav87156
comp87180_c0_seq1	ofav87180
comp87183_c0_seq1	ofav87183
comp87186_c0_seq1	ofav87186
comp87207_c0_seq1	ofav87207
comp87213_c0_seq1	ofav87213
comp87215_c0_seq1	ofav87215
comp87218_c0_seq1	ofav87218
comp87220_c0_seq1	ofav87220
comp87231_c0_seq1	ofav87231
comp87237_c0_seq1	ofav87237
comp87240_c0_seq1	ofav87240
comp87267_c0_seq1	ofav87267
comp87270_c0_seq1	ofav87270
comp87274_c0_seq1	ofav87274
comp87285_c0_seq1	ofav87285
comp87288_c0_seq1	ofav87288
comp87298_c0_seq1	ofav87298
comp87301_c0_seq1	ofav87301
comp87304_c0_seq1	ofav87304
comp87332_c0_seq1	ofav87332
comp87338_c0_seq1	ofav87338
comp87344_c0_seq1	ofav87344
comp87366_c0_seq1	ofav87366
comp87397_c0_seq1	ofav87397
comp87412_c0_seq1	ofav87412
comp87415_c0_seq1	ofav87415
comp87418_c0_seq1	ofav87418
comp87423_c0_seq1	ofav87423
comp87424_c0_seq1	ofav87424
comp87433_c0_seq1	ofav87433
comp87445_c0_seq1	ofav87445
comp87449_c0_seq1	ofav87449
comp87460_c0_seq1	ofav87460
comp87481_c0_seq1	ofav87481
comp87482_c0_seq1	ofav87482
comp87499_c0_seq1	ofav87499
comp87501_c0_seq1	ofav87501
comp87504_c0_seq1	ofav87504
comp87505_c0_seq1	ofav87505
comp87526_c0_seq1	ofav87526
comp87535_c0_seq1	ofav87535
comp87562_c0_seq1	ofav87562
comp87570_c0_seq1	ofav87570
comp87589_c0_seq1	ofav87589
comp87590_c0_seq1	ofav87590
comp87606_c0_seq1	ofav87606
comp87610_c0_seq1	ofav87610
comp87611_c0_seq1	ofav87611
comp87629_c0_seq1	ofav87629
comp87635_c0_seq1	ofav87635
comp87653_c0_seq1	ofav87653
comp87664_c0_seq1	ofav87664
comp87678_c0_seq1	ofav87678
comp87681_c0_seq1	ofav87681
comp87689_c0_seq1	ofav87689
comp87697_c0_seq1	ofav87697
comp87701_c0_seq1	ofav87701
comp87721_c0_seq1	ofav87721
comp87724_c0_seq1	ofav87724
comp87726_c0_seq1	ofav87726
comp87732_c0_seq1	ofav87732
comp87738_c0_seq1	ofav87738
comp87739_c0_seq1	ofav87739
comp87744_c0_seq1	ofav87744
comp87749_c0_seq1	ofav87749
comp87751_c0_seq1	ofav87751
comp87755_c0_seq1	ofav87755
comp87758_c0_seq1	ofav87758
comp87765_c0_seq1	ofav87765
comp87775_c0_seq1	ofav87775
comp87780_c0_seq1	ofav87780
comp87784_c0_seq1	ofav87784
comp87797_c0_seq1	ofav87797
comp87802_c0_seq1	ofav87802
comp87815_c0_seq1	ofav87815
comp87821_c0_seq1	ofav87821
comp87849_c0_seq1	ofav87849
comp87850_c0_seq1	ofav87850
comp87862_c0_seq1	ofav87862
comp87863_c0_seq1	ofav87863
comp87865_c0_seq1	ofav87865
comp87874_c0_seq1	ofav87874
comp87879_c0_seq1	ofav87879
comp87890_c0_seq1	ofav87890
comp87897_c0_seq1	ofav87897
comp87902_c0_seq1	ofav87902
comp87912_c0_seq1	ofav87912
comp87916_c0_seq1	ofav87916
comp87926_c0_seq1	ofav87926
comp87927_c0_seq1	ofav87927
comp87929_c0_seq1	ofav87929
comp87937_c0_seq1	ofav87937
comp87938_c0_seq1	ofav87938
comp87950_c0_seq1	ofav87950
comp87977_c0_seq1	ofav87977
comp87979_c0_seq1	ofav87979
comp87991_c0_seq1	ofav87991
comp87999_c0_seq1	ofav87999
comp88010_c0_seq1	ofav88010
comp88013_c0_seq1	ofav88013
comp88017_c0_seq1	ofav88017
comp88024_c0_seq1	ofav88024
comp88027_c0_seq1	ofav88027
comp88044_c0_seq1	ofav88044
comp88046_c0_seq1	ofav88046
comp88062_c0_seq1	ofav88062
comp88065_c0_seq1	ofav88065
comp88083_c0_seq1	ofav88083
comp88087_c0_seq1	ofav88087
comp88091_c0_seq1	ofav88091
comp88096_c0_seq1	ofav88096
comp88102_c0_seq1	ofav88102
comp88105_c0_seq1	ofav88105
comp88109_c0_seq1	ofav88109
comp88112_c0_seq1	ofav88112
comp88120_c0_seq1	ofav88120
comp88122_c0_seq1	ofav88122
comp88123_c0_seq1	ofav88123
comp88131_c0_seq1	ofav88131
comp88135_c0_seq1	ofav88135
comp88138_c0_seq1	ofav88138
comp88163_c0_seq1	ofav88163
comp88172_c0_seq1	ofav88172
comp88174_c0_seq1	ofav88174
comp88178_c0_seq1	ofav88178
comp88188_c0_seq1	ofav88188
comp88190_c0_seq1	ofav88190
comp88192_c0_seq1	ofav88192
comp88198_c0_seq1	ofav88198
comp88202_c0_seq1	ofav88202
comp88205_c0_seq1	ofav88205
comp88212_c0_seq1	ofav88212
comp88217_c0_seq1	ofav88217
comp88220_c0_seq1	ofav88220
comp88221_c0_seq1	ofav88221
comp88224_c0_seq1	ofav88224
comp88228_c0_seq1	ofav88228
comp88241_c0_seq1	ofav88241
comp88245_c0_seq1	ofav88245
comp88253_c0_seq1	ofav88253
